Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Robert Horry,PF,30,LAL,79,1,1587,147,380,.387,54,156,.346,93,224,.415,.458,59,83,.711,93,203,296,128,54,54,79,210,407,11.0,.489,.411,.218,6.7,14.3,10.5,11.7,1.8,2.4,15.9,14.0,,1.1,1.5,2.6,.078,,-1.0,0.6,-0.4,0.7
Eddie House,PG,22,MIA,50,0,550,104,247,.421,19,55,.345,85,192,.443,.460,24,35,.686,5,37,42,52,13,0,35,58,251,11.6,.478,.223,.142,1.1,8.0,4.5,19.4,1.3,0.0,11.8,26.2,,-0.2,0.6,0.4,.035,,-2.4,-0.9,-3.3,-0.2
Allan Houston,SG,29,NYK,78,78,2858,542,1208,.449,96,252,.381,446,956,.467,.488,279,307,.909,20,263,283,173,52,10,161,190,1459,16.1,.543,.209,.254,0.9,10.8,6.0,12.0,1.0,0.3,10.7,25.7,,4.1,3.5,7.5,.126,,1.3,-0.1,1.1,2.2
Juwan Howard,PF,27,TOT,81,81,2974,583,1218,.479,0,3,.000,583,1215,.480,.479,296,383,.773,171,401,572,224,75,37,242,292,1462,16.0,.527,.002,.314,6.6,15.6,11.1,13.9,1.3,0.9,14.9,24.6,,2.8,1.6,4.4,.071,,0.0,-1.2,-1.2,0.6
Troy Hudson,PG,24,ORL,75,7,1008,125,372,.336,22,109,.202,103,263,.392,.366,85,104,.817,38,67,105,162,37,3,92,82,357,10.2,.427,.293,.280,4.1,7.6,5.8,25.5,1.9,0.2,18.0,22.4,,-0.7,0.8,0.1,.003,,-2.6,-1.7,-4.3,-0.6
Larry Hughes,SG,22,GSW,50,45,1846,308,805,.383,14,75,.187,294,730,.403,.391,193,252,.766,76,200,276,223,96,29,152,147,823,13.9,.449,.093,.313,4.0,12.5,7.9,21.0,2.7,1.1,14.2,24.4,,-0.4,1.1,0.6,.017,,-1.2,-0.2,-1.4,0.3
Lindsey Hunter,PG,30,MIL,82,5,2002,298,783,.381,152,407,.373,146,376,.388,.478,77,96,.802,32,137,169,222,102,12,68,172,825,14.8,.500,.520,.123,1.8,7.7,4.8,17.4,2.7,0.4,7.6,20.2,,3.1,1.4,4.6,.109,,1.1,0.1,1.2,1.6
Zydrunas Ilgauskas,C,25,CLE,24,24,616,114,234,.487,0,2,.000,114,232,.491,.487,53,78,.679,65,95,160,18,15,37,60,78,281,16.0,.524,.009,.333,12.3,17.8,15.0,5.4,1.3,4.4,18.3,24.1,,0.1,0.7,0.7,.056,,-1.4,-0.4,-1.8,0.0
Allen Iverson,SG,25,PHI,71,71,2979,762,1813,.420,98,306,.320,664,1507,.441,.447,585,719,.814,50,223,273,325,178,20,237,147,2207,24.0,.518,.169,.397,1.9,8.3,5.2,23.0,3.2,0.5,10.0,35.9,,7.3,4.5,11.8,.190,,5.0,1.1,6.1,6.1
Bobby Jackson,PG,27,SAC,79,7,1648,231,526,.439,39,104,.375,192,422,.455,.476,65,88,.739,74,172,246,161,87,7,103,139,566,13.1,.501,.198,.167,5.0,11.0,8.0,15.3,2.7,0.3,15.4,17.9,,0.9,2.3,3.1,.091,,-1.2,1.3,0.1,0.9
Jaren Jackson,SG,33,SAS,16,0,114,16,40,.400,7,18,.389,9,22,.409,.488,0,2,.000,1,11,12,7,5,0,3,13,39,10.4,.477,.450,.050,1.0,10.4,6.0,10.5,2.4,0.0,6.8,18.1,,0.0,0.2,0.2,.087,,-2.8,1.1,-1.7,0.0
Jim Jackson,SF,30,TOT,56,40,1690,239,632,.378,26,80,.325,213,552,.386,.399,139,169,.822,53,171,224,163,53,10,130,139,643,10.7,.455,.127,.267,3.6,11.6,7.6,16.4,1.6,0.4,15.5,22.3,,-0.8,1.0,0.1,.003,,-2.2,-1.3,-3.4,-0.6
Marc Jackson,C,26,GSW,48,35,1410,237,508,.467,5,23,.217,232,485,.478,.471,154,192,.802,119,242,361,59,34,27,93,138,633,16.1,.534,.045,.378,8.3,19.8,13.6,7.3,1.2,1.4,13.6,20.5,,1.9,0.7,2.6,.089,,-0.2,-1.4,-1.6,0.2
Mark Jackson,PG,35,TOT,83,82,2588,244,583,.419,70,207,.338,174,376,.463,.479,73,93,.785,63,242,305,661,84,7,175,139,631,14.9,.506,.355,.160,2.8,10.9,6.8,39.3,1.7,0.2,21.9,14.2,,3.6,2.3,5.9,.110,,1.3,-0.2,1.0,2.0
Stephen Jackson,SF,22,NJN,77,40,1660,243,572,.425,52,155,.335,191,417,.458,.470,97,135,.719,41,167,208,140,86,14,130,166,635,12.1,.503,.271,.236,2.8,11.9,7.2,15.1,2.7,0.6,17.1,20.8,,-0.4,1.3,0.9,.026,,-1.6,0.1,-1.6,0.2
Sam Jacobson,PG,25,MIN,14,0,59,9,18,.500,0,0,,9,18,.500,.500,2,3,.667,3,3,6,4,3,0,0,19,20,10.7,.518,.000,.167,5.8,5.9,5.8,10.6,2.7,0.0,0.0,14.8,,0.1,0.0,0.2,.147,,-5.9,1.6,-4.3,0.0
Tim James,SF,24,CHH,30,0,197,16,52,.308,1,3,.333,15,49,.306,.317,12,14,.857,15,20,35,8,2,5,8,27,45,5.8,.387,.058,.269,8.7,11.5,10.1,6.5,0.5,1.9,12.1,15.5,,-0.1,0.2,0.1,.022,,-5.9,-1.1,-6.9,-0.2
Antawn Jamison,SF,24,GSW,82,82,3394,800,1812,.442,62,205,.302,738,1607,.459,.459,382,534,.715,280,435,715,164,114,28,199,225,2044,19.0,.499,.113,.295,8.1,14.8,11.2,9.5,1.7,0.6,8.9,27.9,,5.4,1.3,6.7,.094,,2.8,-2.0,0.8,2.3
Anthony Johnson,PG,26,TOT,53,0,511,53,152,.349,1,5,.200,52,147,.354,.352,23,33,.697,10,34,44,78,23,6,34,62,130,8.1,.390,.033,.217,2.2,7.6,4.9,24.5,2.4,0.8,17.0,17.6,,-0.5,0.3,-0.2,-0.019,,-4.4,0.1,-4.3,-0.3
Avery Johnson,PG,35,SAS,55,20,1290,134,300,.447,1,6,.167,133,294,.452,.448,41,60,.683,21,64,85,237,33,4,60,90,310,11.5,.475,.020,.200,1.9,5.3,3.7,29.5,1.4,0.2,15.5,14.1,,1.3,1.3,2.6,.098,,-1.3,0.1,-1.2,0.3
DerMarr Johnson,SF,20,ATL,78,21,1313,146,390,.374,41,127,.323,105,263,.399,.427,64,87,.736,56,122,178,64,43,30,93,134,397,8.4,.463,.326,.223,4.7,10.4,7.6,7.9,1.7,1.6,17.8,17.7,,-0.9,0.9,0.0,.000,,-2.8,-0.8,-3.5,-0.5
Ervin Johnson,C,33,MIL,82,19,1981,108,198,.545,0,0,,108,198,.545,.545,50,93,.538,205,408,613,40,44,97,47,257,266,11.2,.557,.000,.470,11.8,23.2,17.5,2.8,1.2,3.6,16.4,6.5,,2.6,2.5,5.1,.123,,-1.3,0.5,-0.8,0.6
Larry Johnson,PF,31,NYK,65,65,2105,246,598,.411,51,163,.313,195,435,.448,.454,102,128,.797,90,273,363,127,39,29,97,209,645,11.2,.493,.273,.214,5.3,15.2,10.4,10.5,1.0,1.1,12.9,17.4,,1.0,3.1,4.1,.093,,-1.0,0.9,-0.1,1.0
Damon Jones,PG,24,VAN,71,10,1415,170,416,.409,84,231,.364,86,185,.465,.510,37,52,.712,16,108,124,224,36,1,76,58,461,13.0,.525,.555,.125,1.3,8.7,5.0,26.2,1.3,0.0,14.8,16.6,,1.4,0.4,1.8,.062,,0.7,-1.1,-0.3,0.6
Eddie Jones,SG,29,MIA,63,58,2282,388,871,.445,90,238,.378,298,633,.471,.497,228,270,.844,75,217,292,171,110,58,135,183,1094,18.8,.553,.273,.310,3.9,11.3,7.6,14.8,2.7,2.0,12.0,23.9,,3.9,4.0,7.9,.166,,2.5,2.1,4.6,3.8
Jumaine Jones,SF,21,PHI,65,0,866,122,275,.444,20,60,.333,102,215,.474,.480,40,53,.755,63,126,189,32,30,15,39,68,304,14.2,.510,.218,.193,8.4,16.1,12.3,6.3,1.8,1.3,11.6,17.6,,0.9,1.4,2.3,.125,,0.0,0.4,0.4,0.5
Popeye Jones,PF,30,WAS,45,1,638,60,153,.392,1,6,.167,59,147,.401,.395,41,55,.745,83,137,220,31,19,8,21,95,162,13.1,.457,.039,.359,14.9,25.6,20.2,7.8,1.5,0.9,10.6,13.8,,0.8,0.5,1.2,.094,,-1.3,-1.7,-3.0,-0.2
Garth Joseph,C,27,TOT,4,0,16,1,5,.200,0,0,,1,5,.200,.200,0,2,.000,2,0,2,1,0,1,2,1,2,-5.0,.170,.000,.400,13.7,0.0,7.0,9.8,0.0,4.3,25.4,22.0,,-0.1,0.0,-0.1,-0.345,,-13.6,-6.3,-19.9,-0.1
Adam Keefe,PF,30,GSW,67,13,836,64,159,.403,1,3,.333,63,156,.404,.406,39,63,.619,90,119,209,36,28,20,40,102,168,9.7,.450,.019,.396,10.5,16.4,13.3,6.5,1.7,1.7,17.6,11.5,,0.1,0.5,0.6,.032,,-3.5,-0.7,-4.3,-0.5
Shawn Kemp,PF,31,POR,68,3,1083,168,413,.407,4,11,.364,164,402,.408,.412,101,131,.771,63,196,259,65,45,23,99,184,441,11.4,.469,.027,.317,7.2,20.9,14.3,9.9,2.2,1.6,17.4,24.5,,-0.8,1.7,0.9,.041,,-4.8,0.1,-4.8,-0.7
Steve Kerr,PG,35,SAS,55,1,650,67,159,.421,33,77,.429,34,82,.415,.525,14,15,.933,6,29,35,57,16,1,21,30,181,10.6,.546,.484,.094,1.1,4.8,3.0,14.1,1.3,0.1,11.3,13.5,,0.8,0.6,1.5,.108,,-0.5,0.5,0.0,0.3
Jerome Kersey,SF,38,MIL,22,2,243,32,69,.464,0,1,.000,32,68,.471,.464,8,16,.500,8,37,45,15,14,8,6,36,72,12.9,.473,.014,.232,3.8,17.1,10.5,9.4,3.0,2.4,7.3,15.3,,0.2,0.3,0.5,.101,,-2.5,2.2,-0.3,0.1
Lari Ketner,PF,23,IND,3,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,2,0,0,-10.6,,,,0.0,0.0,0.0,20.2,0.0,0.0,100.0,13.3,,-0.1,0.0,-0.1,-0.383,,-13.9,-1.5,-15.4,0.0
Jason Kidd,PG,27,PHO,77,76,3065,451,1097,.411,69,232,.297,382,865,.442,.443,328,403,.814,91,403,494,753,166,23,286,171,1299,19.4,.510,.211,.367,3.3,15.2,9.1,41.2,2.8,0.5,18.3,22.7,,4.2,5.4,9.6,.150,,2.4,1.7,4.2,4.8
Gerard King,SF,28,WAS,45,3,706,90,176,.511,0,0,,90,176,.511,.511,36,45,.800,39,90,129,31,14,11,47,94,216,10.1,.552,.000,.256,6.3,15.2,10.7,7.4,1.0,1.1,19.4,15.3,,0.3,0.2,0.5,.035,,-2.7,-0.6,-3.3,-0.2
Brevin Knight,PG,25,TOT,53,43,1457,139,371,.375,1,10,.100,138,361,.382,.376,54,66,.818,23,145,168,311,101,4,91,155,333,12.5,.416,.027,.178,1.8,11.2,6.4,33.7,3.6,0.2,18.5,15.1,,0.0,1.6,1.6,.054,,-3.0,1.6,-1.4,0.2
Travis Knight,C,26,NYK,45,0,256,10,53,.189,0,1,.000,10,52,.192,.189,9,18,.500,19,34,53,5,5,11,10,47,29,0.9,.238,.019,.340,9.3,15.6,12.5,3.0,1.1,3.5,14.1,13.5,,-0.7,0.5,-0.3,-0.049,,-8.6,0.0,-8.6,-0.4
Toni Kukoč,SF,32,TOT,65,19,1597,275,582,.473,70,157,.446,205,425,.482,.533,101,160,.631,66,193,259,199,48,11,111,98,721,17.8,.553,.270,.275,4.7,13.5,9.1,22.7,1.6,0.5,14.5,21.5,,2.9,1.7,4.7,.140,,3.0,0.2,3.2,2.1
Christian Laettner,C-PF,31,TOT,78,48,1663,277,551,.503,4,13,.308,273,538,.507,.506,170,204,.833,118,247,365,124,71,46,137,242,728,17.0,.568,.024,.370,8.1,16.9,12.5,12.7,2.2,2.0,17.6,21.1,,2.5,1.8,4.3,.124,,0.0,0.7,0.6,1.1
Raef LaFrentz,C,24,DEN,78,74,2457,387,812,.477,51,139,.367,336,673,.499,.508,183,262,.698,173,434,607,107,37,206,97,290,1008,17.6,.544,.171,.323,7.6,19.4,13.4,7.3,0.8,5.8,9.5,18.6,,4.3,2.5,6.8,.132,,0.1,0.7,0.8,1.8
Trajan Langdon,SG,24,CLE,65,5,1116,135,313,.431,51,124,.411,84,189,.444,.513,68,76,.895,12,77,89,81,38,9,52,114,389,11.8,.561,.396,.243,1.2,8.0,4.6,11.9,1.8,0.6,13.1,16.1,,1.5,0.5,2.0,.086,,-0.9,-0.1,-1.0,0.3
Dan Langhi,SF,23,HOU,33,0,241,37,99,.374,0,1,.000,37,98,.378,.374,16,29,.552,13,28,41,4,7,1,8,16,90,9.4,.403,.010,.293,6.4,13.1,9.8,2.8,1.5,0.3,6.7,22.9,,-0.2,0.2,-0.1,-0.014,,-4.0,-2.3,-6.3,-0.3
Voshon Lenard,SG,27,DEN,80,58,2331,336,846,.397,147,382,.385,189,464,.407,.484,153,192,.797,47,184,231,190,65,18,102,170,972,13.2,.522,.452,.227,2.2,8.7,5.4,13.4,1.4,0.5,9.9,19.7,,2.9,0.6,3.5,.072,,0.2,-1.1,-0.8,0.7
Quincy Lewis,SF,23,UTA,35,2,402,50,123,.407,9,25,.360,41,98,.418,.443,15,21,.714,14,33,47,18,10,10,17,78,124,7.1,.469,.203,.171,4.4,10.0,7.2,7.2,1.3,2.0,11.4,17.1,,0.0,0.3,0.3,.041,,-4.3,-0.2,-4.5,-0.3
Rashard Lewis,PF,21,SEA,78,78,2720,426,887,.480,123,285,.432,303,602,.503,.550,176,213,.826,143,398,541,125,91,45,129,191,1151,17.3,.587,.321,.240,6.1,16.7,11.4,7.6,1.8,1.2,11.6,18.4,,5.9,2.1,8.0,.142,,2.4,-0.4,2.1,2.8
Randy Livingston,PG,25,GSW,2,0,7,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,1,1,1,0,0,0,0,0,-3.7,.000,.500,.000,0.0,16.5,7.6,19.2,0.0,0.0,0.0,12.1,,0.0,0.0,0.0,-0.222,,-11.2,-4.4,-15.6,0.0
Art Long,PF,28,SAC,9,0,20,0,4,.000,0,0,,0,4,.000,.000,0,2,.000,2,6,8,1,0,3,2,5,0,-3.6,.000,.000,.500,11.1,31.5,21.5,6.4,0.0,10.0,29.1,15.2,,-0.1,0.1,-0.1,-0.214,,-15.4,1.6,-13.8,-0.1
Grant Long,PF,34,VAN,66,27,1507,140,319,.439,4,15,.267,136,304,.447,.445,112,157,.713,76,198,274,83,72,15,62,160,396,11.4,.510,.047,.492,5.8,14.9,10.4,8.7,2.5,0.7,13.8,13.6,,1.0,1.4,2.4,.078,,-2.3,1.2,-1.1,0.3
Luc Longley,C,32,NYK,25,2,301,18,54,.333,0,0,,18,54,.333,.333,13,17,.765,26,40,66,7,3,9,22,51,49,3.7,.399,.000,.315,10.8,15.6,13.3,3.7,0.6,2.4,26.4,13.6,,-0.5,0.5,0.0,.000,,-7.0,0.6,-6.4,-0.3
Felipe López,SG-PG,26,TOT,70,48,1565,211,478,.441,19,52,.365,192,426,.451,.461,109,156,.699,55,179,234,107,62,30,83,156,550,12.5,.503,.109,.326,4.0,13.5,8.7,11.3,2.1,1.4,13.2,18.0,,0.9,1.0,1.9,.057,,-1.2,0.2,-1.0,0.4
Tyronn Lue,PG,23,LAL,38,1,468,50,117,.427,11,34,.324,39,83,.470,.474,19,24,.792,5,27,32,45,19,0,27,54,130,8.7,.510,.291,.205,1.2,6.4,3.9,14.3,2.1,0.0,17.5,14.8,,0.2,0.2,0.4,.042,,-3.6,-0.4,-4.0,-0.2
George Lynch,SF,30,PHI,82,80,2649,274,616,.445,15,57,.263,259,559,.463,.457,123,171,.719,200,390,590,139,99,30,109,222,686,12.4,.496,.093,.278,8.7,16.3,12.6,8.4,2.0,0.8,13.6,13.7,,2.3,4.2,6.5,.118,,-0.8,1.3,0.5,1.7
Todd MacCulloch,C,25,PHI,63,3,597,109,185,.589,0,0,,109,185,.589,.589,42,66,.636,69,99,168,10,7,19,27,96,260,18.3,.607,.000,.357,13.3,18.4,15.9,3.1,0.6,2.3,11.2,18.3,,1.6,0.9,2.5,.199,,0.3,-0.4,-0.1,0.3
Don MacLean,SF,31,MIA,8,1,76,10,20,.500,2,2,1.000,8,18,.444,.550,9,12,.750,7,11,18,4,5,1,10,9,31,16.3,.613,.100,.600,11.0,17.2,14.1,9.6,3.6,1.0,28.3,22.5,,0.0,0.2,0.2,.120,,-1.4,2.2,0.9,0.1
Mark Madsen,PF,25,LAL,70,3,641,55,113,.487,1,1,1.000,54,112,.482,.491,26,37,.703,74,78,152,24,8,8,27,111,137,9.2,.530,.009,.327,13.2,13.6,13.4,5.4,0.7,0.9,17.3,10.9,,0.8,0.3,1.1,.085,,-2.9,-1.6,-4.5,-0.4
Corey Maggette,SF,21,LAC,69,9,1359,225,487,.462,17,56,.304,208,431,.483,.479,223,288,.774,88,203,291,82,35,9,106,140,690,18.2,.562,.115,.591,7.6,16.6,12.3,10.8,1.4,0.5,14.7,24.5,,2.7,1.1,3.9,.137,,1.2,-1.0,0.2,0.7
Jamaal Magloire,C,22,CHH,74,0,1095,122,271,.450,0,2,.000,122,269,.454,.450,95,145,.655,103,192,295,27,18,78,61,139,339,13.4,.506,.007,.535,10.8,19.9,15.4,4.2,0.9,5.2,15.4,16.7,,0.6,2.0,2.6,.114,,-3.0,0.8,-2.2,-0.1
Dan Majerle,SG,35,MIA,53,19,1306,87,259,.336,57,181,.315,30,78,.385,.446,36,44,.818,20,146,166,88,53,15,35,98,267,9.4,.480,.699,.170,1.8,13.3,7.6,11.0,2.2,0.9,11.2,11.6,,0.5,2.1,2.6,.097,,-1.9,2.3,0.4,0.8
Karl Malone,PF,37,UTA,81,81,2895,670,1345,.498,2,5,.400,668,1340,.499,.499,536,676,.793,114,555,669,361,93,62,244,216,1878,24.7,.572,.004,.503,5.0,23.3,14.3,24.1,1.7,1.7,12.9,30.0,,9.1,4.0,13.1,.217,,5.5,1.1,6.6,6.3
Matt Maloney,PG,29,ATL,55,27,1403,146,348,.420,51,142,.359,95,206,.461,.493,26,34,.765,14,103,117,154,56,5,70,94,369,10.4,.508,.408,.098,1.1,8.2,4.6,17.6,2.1,0.3,16.2,13.8,,0.7,0.8,1.5,.053,,-1.4,0.5,-0.9,0.4
Danny Manning,PF,34,UTA,82,0,1305,247,500,.494,7,28,.250,240,472,.508,.501,102,140,.729,66,148,214,92,47,29,96,219,603,14.3,.537,.056,.280,6.4,13.8,10.2,12.6,1.9,1.8,14.6,23.2,,1.2,1.4,2.6,.097,,-1.2,0.1,-1.1,0.3
Stephon Marbury,PG,23,NJN,67,67,2557,563,1277,.441,110,335,.328,453,942,.481,.484,362,458,.790,53,152,205,506,79,5,197,150,1598,22.7,.540,.262,.359,2.3,7.0,4.6,40.8,1.6,0.1,11.8,29.7,,7.2,0.7,7.8,.147,,5.9,-1.6,4.3,4.1
Shawn Marion,SF,22,PHO,79,79,2857,557,1160,.480,21,82,.256,536,1078,.497,.489,234,289,.810,220,628,848,160,132,108,129,211,1369,21.0,.532,.071,.249,8.6,25.4,16.8,10.2,2.4,2.7,9.1,22.1,,5.3,6.4,11.7,.196,,2.3,1.8,4.1,4.4
Donyell Marshall,SF,27,UTA,81,49,2326,427,849,.503,41,128,.320,386,721,.535,.527,205,273,.751,172,394,566,133,85,78,128,196,1100,19.9,.568,.151,.322,9.4,20.6,15.1,10.1,2.0,2.7,11.7,21.7,,5.1,3.3,8.5,.174,,3.2,0.6,3.7,3.4
Darrick Martin,PG,29,SAC,31,0,176,29,76,.382,14,27,.519,15,49,.306,.474,31,35,.886,2,14,16,14,7,0,10,27,103,17.0,.563,.355,.461,1.3,8.3,4.9,12.9,2.0,0.0,9.9,25.4,,0.5,0.2,0.7,.182,,-0.4,-0.4,-0.8,0.0
Kenyon Martin,PF,23,NJN,68,68,2272,346,777,.445,1,11,.091,345,766,.450,.446,121,192,.630,137,365,502,131,78,113,138,281,814,13.4,.472,.014,.247,6.7,19.0,12.7,10.4,1.8,3.7,13.8,19.9,,-0.4,2.5,2.1,.044,,-2.1,0.4,-1.7,0.2
Jamal Mashburn,SF,28,CHH,76,76,2989,573,1388,.413,103,289,.356,470,1099,.428,.450,279,364,.766,92,484,576,411,85,13,211,185,1528,17.5,.493,.208,.262,3.5,18.4,11.0,26.8,1.5,0.3,12.0,27.1,,3.1,4.2,7.3,.118,,2.1,0.0,2.1,3.1
Anthony Mason,PF,34,MIA,80,80,3254,460,954,.482,0,0,,460,954,.482,.482,370,474,.781,169,601,770,248,80,25,179,231,1290,17.4,.555,.000,.497,6.2,21.9,14.1,14.2,1.4,0.6,13.3,20.0,,6.0,5.6,11.6,.171,,0.8,1.1,1.9,3.2
Desmond Mason,SF,23,SEA,78,14,1522,189,439,.431,18,67,.269,171,372,.460,.451,67,91,.736,72,177,249,63,39,20,53,146,463,10.5,.483,.153,.207,5.5,13.3,9.4,6.5,1.3,1.0,10.0,15.8,,1.0,0.8,1.7,.055,,-1.8,-1.0,-2.8,-0.3
Tony Massenburg,PF,33,VAN,52,20,823,92,199,.462,0,0,,92,199,.462,.462,49,70,.700,75,135,210,9,10,28,48,122,233,9.6,.507,.000,.352,10.5,18.6,14.6,1.8,0.6,2.4,17.3,15.4,,0.1,0.6,0.7,.041,,-4.5,-1.3,-5.9,-0.8
Vernon Maxwell,PG,35,TOT,43,6,660,73,223,.327,34,111,.306,39,112,.348,.404,21,32,.656,4,62,66,49,21,3,35,64,201,6.7,.424,.498,.143,0.7,10.3,5.6,11.6,1.7,0.3,12.9,18.7,,-0.6,0.7,0.0,.003,,-3.5,0.1,-3.3,-0.2
Walter McCarty,PF,26,BOS,60,3,478,45,126,.357,19,56,.339,26,70,.371,.433,22,28,.786,24,57,81,39,14,7,20,82,131,9.2,.474,.444,.222,5.6,14.5,9.9,13.5,1.5,1.1,12.6,15.0,,0.3,0.4,0.7,.067,,-2.8,-0.4,-3.2,-0.1
Dan McClintock,C,23,DEN,6,1,58,9,18,.500,0,0,,9,18,.500,.500,0,5,.000,10,7,17,1,0,2,3,11,18,9.9,.446,.000,.278,18.5,13.3,15.9,2.9,0.0,2.4,12.9,17.8,,0.0,0.0,0.0,.007,,-4.6,-3.3,-7.9,-0.1
George McCloud,SF,33,DEN,76,8,2007,250,655,.382,77,234,.329,173,421,.411,.440,152,181,.840,55,169,224,279,53,27,117,165,729,12.9,.496,.357,.276,2.9,9.3,6.1,22.1,1.4,0.9,13.7,18.9,,2.0,0.6,2.6,.062,,-0.2,-0.8,-1.0,0.5
Jelani McCoy,C,23,SEA,70,44,1143,138,264,.523,0,0,,138,264,.523,.523,41,93,.441,92,159,251,57,18,49,75,141,317,11.1,.520,.000,.352,9.3,15.9,12.6,7.7,0.8,3.1,19.7,15.0,,0.3,0.8,1.1,.045,,-2.7,-0.4,-3.1,-0.3
Antonio McDyess,PF,26,DEN,70,70,2555,577,1165,.495,0,0,,577,1165,.495,.495,304,434,.700,240,605,845,146,43,102,162,220,1458,22.0,.538,.000,.373,10.1,26.1,18.0,10.8,0.9,2.7,10.7,26.5,,5.2,2.6,7.8,.146,,2.5,-0.8,1.7,2.4
Tracy McGrady,SG,21,ORL,77,77,3087,788,1724,.457,59,166,.355,729,1558,.468,.474,430,587,.733,192,388,580,352,116,118,198,160,2065,24.9,.521,.096,.340,6.7,14.3,10.4,22.8,1.9,2.8,9.1,31.2,,8.3,3.9,12.2,.189,,6.5,0.5,7.0,7.0
Jim McIlvaine,C,28,NJN,18,3,193,10,28,.357,0,0,,10,28,.357,.357,8,12,.667,8,27,35,4,7,15,9,35,28,6.2,.421,.000,.429,4.6,16.5,10.4,3.2,1.9,5.8,21.3,9.9,,-0.2,0.2,0.1,.015,,-6.9,2.0,-4.9,-0.1
Jeff McInnis,PG,26,LAC,81,81,2831,432,933,.463,52,144,.361,380,789,.482,.491,130,161,.807,41,179,220,447,75,7,113,199,1046,15.6,.521,.154,.173,1.7,7.0,4.4,27.7,1.4,0.2,10.1,18.2,,5.8,1.1,6.9,.117,,0.6,-0.9,-0.3,1.2
Derrick McKey,SF,34,IND,66,20,987,60,136,.441,4,20,.200,56,116,.483,.456,21,27,.778,49,127,176,74,48,13,47,136,145,8.3,.490,.147,.199,5.8,14.1,10.1,11.6,2.6,0.9,24.1,9.2,,0.1,1.3,1.4,.070,,-3.5,2.5,-0.9,0.3
Aaron McKie,SG,28,PHI,76,33,2394,338,714,.473,53,170,.312,285,544,.524,.511,149,194,.768,33,278,311,377,106,8,203,178,878,15.1,.549,.238,.272,1.6,12.9,7.3,26.7,2.3,0.2,20.3,18.9,,2.3,3.5,5.9,.118,,0.1,1.3,1.4,2.1
Roshown McLeod,SF,25,TOT,35,25,922,145,332,.437,2,22,.091,143,310,.461,.440,45,51,.882,38,82,120,58,23,8,58,90,337,10.5,.475,.066,.154,4.6,10.0,7.3,11.0,1.3,0.6,14.1,20.0,,-0.1,0.5,0.4,.019,,-2.6,-0.8,-3.4,-0.3
Paul McPherson,PG,22,TOT,55,0,595,109,216,.505,2,12,.167,107,204,.525,.509,42,58,.724,40,39,79,38,25,4,47,80,262,13.6,.542,.056,.269,7.0,7.6,7.3,11.6,2.2,0.5,16.3,21.0,,0.4,0.5,0.9,.074,,-1.6,-0.3,-1.9,0.0
Stanislav Medvedenko,PF,21,LAL,7,0,39,12,25,.480,1,1,1.000,11,24,.458,.500,7,12,.583,1,8,9,2,1,1,3,9,32,21.8,.528,.040,.480,2.9,22.9,13.0,10.8,1.3,1.8,9.0,38.2,,0.1,0.0,0.1,.126,,-1.3,-0.9,-2.3,0.0
Ron Mercer,SG,24,CHI,61,61,2535,500,1121,.446,14,46,.304,486,1075,.452,.452,188,228,.825,72,164,236,201,78,27,129,148,1202,14.8,.492,.041,.203,3.2,8.0,5.5,16.2,1.7,0.8,9.6,24.8,,1.5,0.4,1.8,.035,,0.3,-2.2,-1.9,0.1
Chris Mihm,C,21,CLE,59,43,1166,173,391,.442,0,1,.000,173,390,.444,.442,100,126,.794,106,174,280,16,20,53,80,156,446,12.6,.500,.003,.322,10.6,17.3,13.9,2.4,0.9,3.3,15.2,20.4,,0.3,1.0,1.3,.053,,-2.9,-1.3,-4.2,-0.7
Darius Miles,SF,19,LAC,81,21,2133,318,630,.505,1,19,.053,317,611,.519,.506,124,238,.521,127,350,477,99,51,125,147,190,761,14.7,.518,.030,.378,7.0,18.3,12.8,8.1,1.3,4.1,16.7,19.1,,0.5,2.6,3.0,.068,,-1.3,0.8,-0.5,0.8
Andre Miller,PG,24,CLE,82,82,2848,452,999,.452,17,64,.266,435,935,.465,.461,375,450,.833,94,266,360,657,119,28,265,229,1296,20.1,.541,.064,.450,3.8,10.8,7.3,40.5,2.2,0.7,18.1,23.2,,6.1,1.9,8.0,.136,,3.0,-0.2,2.8,3.4
Anthony Miller,PF,29,TOT,4,0,11,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,2,2,0,0,0,1,1,2,0.9,.500,.000,.000,0.0,20.4,10.1,0.0,0.0,0.0,33.3,12.2,,0.0,0.0,0.0,-0.082,,-7.5,-2.4,-9.9,0.0
Brad Miller,C,24,CHI,57,45,1434,168,386,.435,1,5,.200,167,381,.438,.437,168,226,.743,144,275,419,107,33,38,73,176,505,16.4,.520,.013,.585,11.5,23.7,17.3,13.1,1.2,2.0,13.1,18.1,,2.3,1.1,3.4,.114,,-0.2,-1.0,-1.2,0.3
