Player,G,MP,FGA,3PA,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
Troy Brown Jr.,190.0,3616.0,1146.0,386.0,229.0,153.0,587.0,331.0,137.0,22.0,147.0,274.0
Tony Bradley,145.0,1809.0,505.0,7.0,122.0,253.0,414.0,81.0,38.0,89.0,89.0,228.0
Derrick Jones Jr.,260.0,5169.0,1273.0,425.0,447.0,336.0,563.0,183.0,174.0,183.0,141.0,538.0
Javonte Green,119.0,1609.0,356.0,96.0,124.0,94.0,195.0,72.0,78.0,27.0,59.0,150.0
Coby White,162.0,4592.0,1990.0,984.0,324.0,64.0,532.0,576.0,103.0,29.0,302.0,360.0
Alex Caruso,212.0,4259.0,1067.0,437.0,323.0,108.0,425.0,545.0,235.0,63.0,253.0,380.0
Matt Thomas,109.0,1048.0,363.0,236.0,39.0,18.0,114.0,55.0,20.0,2.0,36.0,67.0
Alfonzo McKinnie,179.0,2107.0,613.0,257.0,106.0,154.0,297.0,57.0,51.0,27.0,71.0,265.0
Tyler Cook,57.0,646.0,143.0,2.0,64.0,46.0,105.0,21.0,15.0,5.0,30.0,62.0
Marko Simonovic,9.0,35.0,15.0,5.0,11.0,5.0,5.0,0.0,1.0,1.0,2.0,6.0
